filename,fileid,speaker,speechnumber,type_of_speech,sentence,sentence token,sentence character offset begin,sentence character offset end,annotated text,conflict_party_appraisal_target,attitude,polarity,appraisal character offset,attitude target,conflict_party_specific_appraisal_target,target_type,id annotated attitude,target relation ID,ID attitude,ID attitude target,relations_comp
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,Lithuania calls on Russia to cooperate with Ukraine in order to ensure the security of the borders and to prevent weapons and armed terrorists from entering the territory of Ukraine.,"['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,armed terrorists,Other,judgement,negative,"(4778, 4794)",terrorists,Individuals or groups,explicit,963,1052.0,963,1009.0,"[1052, [963, 'armed terrorists'], [1009, 'terrorists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,The perpetrators cannot escape responsibility.,"['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,cannot escape responsibility.,Other,judgement,negative,"(559, 588)",perpetrators,Individuals or groups,explicit,967,1019.0,967,968.0,"[1019, [967, 'cannot escape responsibility.'], [968, 'perpetrators']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,The country has become a threat to international peace and security.,"['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,has become a threat to international peace and security.,Russia,judgement,negative,"(1347, 1403)",country,Country as a political actor (Russia),explicit,974,1026.0,974,975.0,"[1026, [974, 'has become a threat to international peace and security.'], [975, 'country']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Russian military helicopters and drones violate Ukrainian airspace, while 40,000 troops are encamped within minutes of the Ukrainian border, in addition to the 20,000 troops stationed in occupied Crimea.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,"military helicopters and drones violate Ukrainian airspace,",Russia,judgement,negative,"(3338, 3397)",Russian,Country as a political actor (Russia),explicit,977,1028.0,977,978.0,"[1028, [977, 'military helicopters and drones violate Ukrainian airspace,'], [978, 'Russian']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Lithuania urges the holding of a full, thorough and independent investigation into the downing of the Malaysian Airlines flight, as agreed today by the Council.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,"urges the holding of a full, thorough and independent investigation into the downing of the Malaysian Airlines flight, as agreed today by the Council.",Other,judgement,positive,"(4307, 4457)",Lithuania,Other political actors,explicit,983,1033.0,983,984.0,"[1033, [983, 'urges the holding of a full, thorough and independent investigation into the downing of the Malaysian Airlines flight, as agreed today by the Council.'], [984, 'Lithuania']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,It would not have happened had Russia not armed and instigated the presence of separatist groups in Donetsk and Luhansk provinces.,"['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,separatist groups,Other,judgement,negative,"(1207, 1224)",groups,Individuals or groups,explicit,986,1034.0,986,987.0,"[1034, [986, 'separatist groups'], [987, 'groups']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Armed separatists, terrorists and foreign fighters and their supporters bear the responsibility for the deaths and injuries among the civilian population, including children, women and the elderly.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,"bear the responsibility for the deaths and injuries among the civilian population, including children, women and the elderly.",Other,judgement,negative,"(2391, 2516)","Armed separatists, terrorists and foreign fighters and their supporters",Individuals or groups,explicit,992,1039.0,992,993.0,"[1039, [992, 'bear the responsibility for the deaths and injuries among the civilian population, including children, women and the elderly.'], [993, 'Armed separatists, terrorists and foreign fighters and their supporters']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Armed separatists, terrorists and foreign fighters and their supporters bear the responsibility for the deaths and injuries among the civilian population, including children, women and the elderly.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,Armed separatists,Other,judgement,negative,"(2319, 2336)",separatists,Individuals or groups,explicit,994,1040.0,994,995.0,"[1040, [994, 'Armed separatists'], [995, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Armed separatists, terrorists and foreign fighters and their supporters bear the responsibility for the deaths and injuries among the civilian population, including children, women and the elderly.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,terrorists,Other,judgement,negative,"(2338, 2348)",terrorists,Individuals or groups,explicit,996,1041.0,996,997.0,"[1041, [996, 'terrorists'], [997, 'terrorists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,We condemn the unlawful detention of Ukrainian citizens in Russia.,"['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,unlawful detention,Russia,appreciation,negative,"(4084, 4102)",detention,Violence,explicit,1004,1048.0,1004,1005.0,"[1048, [1004, 'unlawful detention'], [1005, 'detention']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Lithuania urges Russia to unequivocally distance itself from any kind of direct or indirect support for terrorists, separatists and foreign fighters.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,"to unequivocally distance itself from any kind of direct or indirect support for terrorists, separatists and foreign fighters.",Russia,judgement,negative,"(4481, 4607)",Russia,Country as a political actor (Russia),explicit,1008,1051.0,1008,985.0,"[1051, [1008, 'to unequivocally distance itself from any kind of direct or indirect support for terrorists, separatists and foreign fighters.'], [985, 'Russia']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Yet separatists and terrorists in the eastern part of Ukraine continued to sow terror, loot, rob banks, racketeer, kidnap people and traffic in human beings.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,separatists,Other,judgement,negative,"(2692, 2703)",separatists,Individuals or groups,explicit,1010,1053.0,1010,1011.0,"[1053, [1010, 'separatists'], [1011, 'separatists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Yet separatists and terrorists in the eastern part of Ukraine continued to sow terror, loot, rob banks, racketeer, kidnap people and traffic in human beings.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,terrorists,Other,judgement,negative,"(2708, 2718)",terrorists,Individuals or groups,explicit,1013,1054.0,1013,1012.0,"[1054, [1013, 'terrorists'], [1012, 'terrorists']]"
UNSC_2014_SPV.7219_spch007_sentsplit_Lithuania.txt,UNSC_2014_SPV.7219_spch007,Lithuania,7,pre-written,"Yet separatists and terrorists in the eastern part of Ukraine continued to sow terror, loot, rob banks, racketeer, kidnap people and traffic in human beings.","['Lithuania', 'calls', 'on', 'Russia', 'to', 'cooperate', 'with', 'Ukraine', 'in', 'order', 'to', 'ensure', 'the', 'security', 'of', 'the', 'borders', 'and', 'to', 'prevent', 'weapons', 'and', 'armed', 'terrorists', 'from', 'entering', 'the', 'territory', 'of', 'Ukraine', '.']",4652,4834,"to sow terror, loot, rob banks, racketeer, kidnap people and traffic in human beings.",Other,judgement,negative,"(2760, 2845)",separatists and terrorists,Individuals or groups,explicit,1014,1055.0,1014,1015.0,"[1055, [1014, 'to sow terror, loot, rob banks, racketeer, kidnap people and traffic in human beings.'], [1015, 'separatists and terrorists']]"
UNSC_2014_SPV.7219_spch006_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,United States of America,6,pre-written,Yesterday we were all shocked by the downing of Malaysia Airlines Flight 17.,"['Yesterday', 'we', 'were', 'all', 'shocked', 'by', 'the', 'downing', 'of', 'Malaysia', 'Airlines', 'Flight', '17', '.']",0,76,we were all shocked,Other,affect,negative,"(10, 29)",by the downing of Malaysia Airlines Flight 17.,Airplane accident,explicit,2132,2234.0,2132,2170.0,"[2234, [2132, 'we were all shocked'], [2170, 'by the downing of Malaysia Airlines Flight 17.']]"
UNSC_2014_SPV.7219_spch006_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,United States of America,6,pre-written,"To the families and friends of the victims, it is impossible to find words to express our condolences.","['To', 'the', 'families', 'and', 'friends', 'of', 'the', 'victims', ',', 'it', 'is', 'impossible', 'to', 'find', 'words', 'to', 'express', 'our', 'condolences', '.']",307,409,it is impossible to find words to express our condolences,Other,affect,negative,"(351, 408)",To the families and friends of the victims,Airplane accident,explicit,2133,2235.0,2133,2171.0,"[2235, [2133, 'it is impossible to find words to express our condolences'], [2171, 'To the families and friends of the victims']]"
UNSC_2014_SPV.7219_spch006_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,United States of America,6,pre-written,"More important, since the beginning of the crisis Ukrainian air defences have not fired a single missile, despite several alleged violations of their airspace by Russian aircraft.","['More', 'important', ',', 'since', 'the', 'beginning', 'of', 'the', 'crisis', 'Ukrainian', 'air', 'defences', 'have', 'not', 'fired', 'a', 'single', 'missile', ',', 'despite', 'several', 'alleged', 'violations', 'of', 'their', 'airspace', 'by', 'Russian', 'aircraft', '.']",2676,2855,crisis,Other,appreciation,negative,"(2719, 2725)",crisis,Situation in Ukraine ,explicit,2134,2247.0,2134,2192.0,"[2247, [2134, 'crisis'], [2192, 'crisis']]"
UNSC_2014_SPV.7219_spch006_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,United States of America,6,pre-written,"If indeed Russian-backed separatists were behind this attack on a civilian airliner, they and their backers would have good reason to cover up evidence of their crime.","['If', 'indeed', 'Russian-backed', 'separatists', 'were', 'behind', 'this', 'attack', 'on', 'a', 'civilian', 'airliner', ',', 'they', 'and', 'their', 'backers', 'would', 'have', 'good', 'reason', 'to', 'cover', 'up', 'evidence', 'of', 'their', 'crime', '.']",3413,3580,crime,implicit,judgement,negative,"(3574, 3579)",implicit,implicit,implicit,2135,,2135,,"[None, [2135, 'crime'], [None, 'None']]"
UNSC_2014_SPV.7219_spch006_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,United States of America,6,pre-written,"The context for yesterday's horror is clear: separatist forces backed by the Russian Government continue to destabilize Ukraine and undermine the efforts of Ukraine's elected leaders to build a democratic Ukraine that is stable, unified, secure and able to determine its own future.","['The', 'context', 'for', ""yesterday's"", 'horror', 'is', 'clear', ':', 'separatist', 'forces', 'backed', 'by', 'the', 'Russian', 'Government', 'continue', 'to', 'destabilize', 'Ukraine', 'and', 'undermine', 'the', 'efforts', 'of', ""Ukraine's"", 'elected', 'leaders', 'to', 'build', 'a', 'democratic', 'Ukraine', 'that', 'is', 'stable', ',', 'unified', ',', 'secure', 'and', 'able', 'to', 'determine', 'its', 'own', 'future', '.']",5196,5478,horror,Russia,appreciation,negative,"(5224, 5230)",The context for yesterday's,Country as a political actor (Russia),explicit,2136,2239.0,2136,2178.0,"[2239, [2136, 'horror'], [2178, ""The context for yesterday's""]]"
UNSC_2014_SPV.7219_spch006_sentsplit_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,United States of America,6,pre-written,"Time after time, President Putin has committed to working towards dialogue and peace - in Geneva in April, in Normandy in June and in Berlin earlier this month - and every single time he has broken that commitment.","['Time', 'after', 'time', ',', 'President', 'Putin', 'has', 'committed', 'to', 'working', 'towards', 'dialogue', 'and', 'peace', '-', 'in', 'Geneva', 'in', 'April', ',', 'in', 'Normandy', 'in', 'June', 'and', 'in', 'Berlin', 'earlier', 'this', 'month', '-', 'and', 'every', 'single', 'time', 'he', 'has', 'broken', 'that', 'commitment', '.']",5890,6104,every single time he has broken that commitment,Russia,judgement,negative,"(6056, 6103)",President Putin,Russian political actor,explicit,2137,2241.0,2137,2182.0,"[2241, [2137, 'every single time he has broken that commitment'], [2182, 'President Putin']]"
